3433007, 20.87, 24.00, 749.80, 31.80
3443437, 20.86, 24.00, 749.80, 31.60
3455875, 20.96, 24.15, 749.85, 31.20
3466305, 20.97, 24.02, 749.85, 31.70
3476733, 20.97, 24.02, 749.88, 31.50
3487164, 20.98, 23.97, 749.84, 31.80
3497594, 20.86, 24.00, 749.83, 31.60
3508025, 20.86, 24.03, 749.92, 31.70
3518455, 20.97, 24.04, 749.82, 31.60
3528884, 20.98, 24.05, 749.82, 31.90
3539314, 20.97, 24.05, 749.80, 31.50
3549747, 20.97, 24.01, 749.83, 31.50
3560177, 20.97, 23.97, 749.75, 31.50
3570608, 20.97, 23.98, 749.82, 31.40
3581036, 20.86, 23.91, 749.79, 31.40
3591469, 20.85, 23.93, 749.79, 31.30
3601899, 20.86, 23.95, 749.81, 31.40
3612329, 20.96, 23.91, 749.78, 31.30
3622758, 20.86, 23.92, 749.88, 31.40
3633190, 20.96, 23.86, 749.83, 31.20
3643621, 20.86, 23.85, 749.87, 31.40
3654051, 20.96, 23.82, 749.82, 31.30
3664482, 20.86, 23.85, 749.77, 31.60
3674910, 20.86, 23.89, 749.78, 31.70
3685343, 20.86, 23.91, 749.79, 31.60
3695773, 20.97, 23.96, 749.80, 31.70
3706204, 20.97, 23.97, 749.86, 31.40
3716632, 20.86, 23.92, 749.85, 31.60
3727065, 20.85, 23.91, 749.81, 31.30
3737495, 20.96, 23.92, 749.85, 31.30
3747926, 20.86, 23.92, 749.78, 31.40
3758354, 20.97, 23.97, 749.78, 31.50
3768786, 20.86, 23.97, 749.76, 31.60
3779217, 20.97, 24.00, 749.78, 31.50
3789647, 20.86, 23.95, 749.82, 31.50
3800076, 20.97, 23.97, 749.83, 31.60
3810506, 20.97, 23.95, 749.81, 31.70
3820937, 20.86, 23.94, 749.81, 31.50
3831367, 20.97, 23.95, 749.82, 31.60
3841796, 20.97, 23.97, 749.76, 31.70
3852228, 20.87, 24.00, 749.82, 32.00
3862659, 20.98, 24.01, 749.79, 31.80
3873089, 20.98, 24.00, 749.75, 31.80
3883520, 20.86, 24.00, 749.76, 31.60
3893948, 20.97, 24.00, 749.81, 31.60
3904378, 20.97, 23.93, 749.77, 31.40
3914809, 20.97, 23.94, 749.76, 31.50
3925237, 20.97, 23.91, 749.79, 31.50
3935668, 20.97, 23.91, 749.71, 31.40
3946096, -3.94, 23.88, 749.75, 0.00
3956527, 20.86, 23.88, 749.74, 31.40
3966955, 20.97, 23.86, 749.77, 31.50
3977385, 20.85, 23.85, 749.83, 31.20
3987818, 20.96, 23.89, 749.80, 31.30
3998248, 20.86, 23.92, 749.78, 31.40
4008679, 20.97, 23.95, 749.78, 31.40
4019107, 20.85, 23.94, 749.69, 31.30
4029538, 20.97, 23.93, 749.80, 31.40
4039968, 20.96, 23.96, 749.79, 31.20
4050399, 20.96, 23.93, 749.69, 31.10
4060827, 20.85, 23.90, 749.72, 31.30
4071258, 20.96, 23.90, 749.73, 31.30
4081688, 20.85, 23.88, 749.73, 31.20
4092119, 20.86, 23.92, 749.79, 31.40
4102547, 20.85, 23.95, 749.74, 31.20
4112977, 20.86, 24.00, 749.75, 31.40
4123408, 20.96, 23.99, 749.69, 31.20
4133838, 20.96, 24.03, 749.77, 31.10
4144267, 20.96, 24.02, 749.76, 31.30
4154697, 20.86, 24.03, 749.79, 31.60
4165130, 20.85, 23.95, 749.79, 31.30
4175560, 20.96, 23.91, 749.68, 31.10
4185991, 20.96, 23.89, 749.76, 31.10
4196419, 20.96, 23.92, 749.76, 31.20
4206852, 20.96, 23.93, 749.76, 31.10
4217282, 20.96, 23.98, 749.72, 31.10
4227713, 20.96, 24.00, 749.78, 31.30
4238141, 20.85, 24.03, 749.81, 31.10
4248573, 20.85, 24.05, 749.72, 31.10
4259004, 20.96, 24.04, 749.73, 31.10
4269434, 20.84, 24.03, 749.65, 31.00
4279863, 20.84, 24.04, 749.68, 30.90
4290293, 20.96, 24.04, 749.73, 31.10
4300724, 20.96, 24.01, 749.71, 31.10
4311152, 20.86, 23.97, 749.71, 31.40
4321583, 20.86, 24.02, 749.70, 31.40
4332013, 20.96, 24.03, 749.74, 31.20
4342444, 20.96, 24.02, 749.66, 31.20
4352872, 20.97, 24.05, 749.73, 31.40
4363302, 20.96, 24.02, 749.73, 31.30
4373731, -3.94, 23.97, 749.73, 0.00
4384161, 20.96, 24.00, 749.69, 31.10
4394592, 20.96, 23.97, 749.64, 31.30
4405020, 20.96, 23.97, 749.69, 31.10
4415453, 20.96, 24.03, 749.64, 31.20
4425883, 20.95, 23.98, 749.69, 31.00
4436314, 20.96, 23.91, 749.66, 31.10
